code,municipality,county,constituency,constituency_name,name
01804009,0180,01,01,Stockholms kommun,Skärholmen 9 Vårberg N
01804010,0180,01,01,Stockholms kommun,Skärholmen 10 Portholmsgången mfl
01804011,0180,01,01,Stockholms kommun,Skärholmen 11 Ekholmshöjden
01804012,0180,01,01,Stockholms kommun,Skärholmen 12 Skärholmen S
01804013,0180,01,01,Stockholms kommun,Skärholmen 13 Skärholmens gård
01804014,0180,01,01,Stockholms kommun,Skärholmen 14 Stångholmsbacken mfl
01804015,0180,01,01,Stockholms kommun,Skärholmen 15 Vårberg S
01804016,0180,01,01,Stockholms kommun,Skärholmen 16 Vårbergs IP
01804017,0180,01,01,Stockholms kommun,Skärholmen 17 Vårberg V
01804018,0180,01,01,Stockholms kommun,Skärholmen 18 Sätra gård
01804019,0180,01,01,Stockholms kommun,Skärholmen 19 Skärholmen C
01804020,0180,01,01,Stockholms kommun,Skärholmen 20 Bredäng mellersta
01804021,0180,01,01,Stockholms kommun,Skärholmen 21 Vårberg C
01804101,0180,01,01,Stockholms kommun,Spånga 1 Sundby S
01804102,0180,01,01,Stockholms kommun,Spånga 2 Flysta
01804103,0180,01,01,Stockholms kommun,Spånga 3 Solhem Ö
01804104,0180,01,01,Stockholms kommun,Spånga 4 Solhem S
01804105,0180,01,01,Stockholms kommun,Spånga 5 Solhem V
01804106,0180,01,01,Stockholms kommun,Spånga 6 Solhem N
01804107,0180,01,01,Stockholms kommun,Spånga 7 Bromsten N
01804108,0180,01,01,Stockholms kommun,Spånga 8 Bromsten mellersta
01804109,0180,01,01,Stockholms kommun,Spånga 9 Bromsten S
01804110,0180,01,01,Stockholms kommun,Spånga 10 Hjulsta V
01804111,0180,01,01,Stockholms kommun,Spånga 11 Erikslund
01804112,0180,01,01,Stockholms kommun,Spånga 12 Nydal
01804113,0180,01,01,Stockholms kommun,Spånga 13 Tensta C
01804114,0180,01,01,Stockholms kommun,Spånga 14 Gullinge
01804115,0180,01,01,Stockholms kommun,Spånga 15 Risingeplan mfl
01804116,0180,01,01,Stockholms kommun,Spånga 16 Glömminge
01804117,0180,01,01,Stockholms kommun,Spånga 17 Rinkebysvängen N
01804118,0180,01,01,Stockholms kommun,Spånga 18 Rinkebystråket
01804119,0180,01,01,Stockholms kommun,Spånga 19 Rinkebysvängen V
01804120,0180,01,01,Stockholms kommun,Spånga 20 Kvarnbyvägen mfl
01804121,0180,01,01,Stockholms kommun,Spånga 21 Rinkeby C
01804122,0180,01,01,Stockholms kommun,Spånga 22 Rinkebysvängen Ö
01804123,0180,01,01,Stockholms kommun,Spånga 23 Rinkebysvängen S
01804124,0180,01,01,Stockholms kommun,Spånga 24 Spånga by
01804125,0180,01,01,Stockholms kommun,Spånga 25 Hjulsta Ö
01804126,0180,01,01,Stockholms kommun,Spånga 26 Spånga torg-Lunda
01804127,0180,01,01,Stockholms kommun,Spånga 27 Rinkeby mellersta
01804128,0180,01,01,Stockholms kommun,Spånga 28 Bromsten C
01804129,0180,01,01,Stockholms kommun,Spånga 29 Sundby N
01804130,0180,01,01,Stockholms kommun,Spånga 30 Bromsten V
01804201,0180,01,01,Stockholms kommun,Kista 1 Akalla C
01804202,0180,01,01,Stockholms kommun,Kista 2 Akalla Ö
01804203,0180,01,01,Stockholms kommun,Kista 3 Akalla N
01804204,0180,01,01,Stockholms kommun,Kista 4 Akalla V
01804205,0180,01,01,Stockholms kommun,Kista 5 Akalla S
01804206,0180,01,01,Stockholms kommun,Kista 6 Lofotenparken
01804207,0180,01,01,Stockholms kommun,Kista 7 Oslogatan
01804208,0180,01,01,Stockholms kommun,Kista 8 Nidarosgatan
01804209,0180,01,01,Stockholms kommun,Kista 9 Bergensgatan
01804210,0180,01,01,Stockholms kommun,Kista 10 Nordkapsgatan
01804211,0180,01,01,Stockholms kommun,Kista 11 Trondheimsgatan
01804212,0180,01,01,Stockholms kommun,Kista 12 Kista mellersta
01804213,0180,01,01,Stockholms kommun,Kista 13 Helsingörsgatan mfl
01804214,0180,01,01,Stockholms kommun,Kista 14 Kista V
01804215,0180,01,01,Stockholms kommun,Kista 15 Ärvinge S
01804216,0180,01,01,Stockholms kommun,Kista 16 Kista Gård
01804217,0180,01,01,Stockholms kommun,Kista 17 Ärvinge N
01804218,0180,01,01,Stockholms kommun,Kista 18 Kista S
01804219,0180,01,01,Stockholms kommun,Kista 19 Kista Ö
01804220,0180,01,01,Stockholms kommun,Kista 20 Husby C
01804221,0180,01,01,Stockholms kommun,Kista 21 Kista N
01810101,0181,01,02,Stockholms län,Södertälje 1 Södra-Värdsholmen
01810102,0181,01,02,Stockholms län,Södertälje 2 Saltskog östra
01810103,0181,01,02,Stockholms län,Södertälje 3 Saltskog västra
01810104,0181,01,02,Stockholms län,Södertälje 4 Västergård-Vibergen
01810105,0181,01,02,Stockholms län,Södertälje 5 Mariekälla södra
01810106,0181,01,02,Stockholms län,Södertälje 6 Västergård-Högmohöjden
01810107,0181,01,02,Stockholms län,Södertälje 7 Mariekälla norra
01810108,0181,01,02,Stockholms län,Södertälje 8 Centrum södra
01810109,0181,01,02,Stockholms län,Södertälje 9 Västra Blombacka
01810110,0181,01,02,Stockholms län,Södertälje 10 Tälje
01810111,0181,01,02,Stockholms län,Södertälje 11 Centrum norra
01810112,0181,01,02,Stockholms län,Södertälje 12 V. Bårsta - Blombacka
01810113,0181,01,02,Stockholms län,Södertälje 13 Bårstabergen östra
01810114,0181,01,02,Stockholms län,Södertälje 14 Snäckviken
01810152,0181,01,02,Stockholms län,Södertälje 52 Bårstafältet
01810215,0181,01,02,Stockholms län,Södertälje 15 Glasberga
01810216,0181,01,02,Stockholms län,Södertälje 16 Östertälje
01810217,0181,01,02,Stockholms län,Södertälje 17 Fornbacka
01810218,0181,01,02,Stockholms län,Södertälje 18 Hagaberg-Majtorp
01810219,0181,01,02,Stockholms län,Södertälje 19 Rosenlund västra
01810220,0181,01,02,Stockholms län,Södertälje 20 Rosenlund östra
01810221,0181,01,02,Stockholms län,Södertälje 21 Grusåsen västra
01810222,0181,01,02,Stockholms län,Södertälje 22 Grusåsen östra
01810223,0181,01,02,Stockholms län,Södertälje 23 Brunnsäng östra
01810224,0181,01,02,Stockholms län,Södertälje 24 Brunnsäng västra
01810225,0181,01,02,Stockholms län,Södertälje 25 Bergvik
01810226,0181,01,02,Stockholms län,Södertälje 26 Fornhöjden
01810227,0181,01,02,Stockholms län,Södertälje 27 Viksberg
01810228,0181,01,02,Stockholms län,Södertälje 28 Ritorp
01810229,0181,01,02,Stockholms län,Södertälje 29 Ragnhildsborg
01810330,0181,01,02,Stockholms län,Södertälje 30 Pershagen
01810331,0181,01,02,Stockholms län,Södertälje 31 Hovsjö norra
01810332,0181,01,02,Stockholms län,Södertälje 32 Hovsjö södra
01810333,0181,01,02,Stockholms län,Södertälje 33 Hovsjö-Tveta
01810435,0181,01,02,Stockholms län,Södertälje 35 Enhörna-Ekeby
01810436,0181,01,02,Stockholms län,Södertälje 36 Enhörna västra
01810640,0181,01,02,Stockholms län,Södertälje 40 Vårdinge
01810741,0181,01,02,Stockholms län,Södertälje 41 Järna centrum
01810742,0181,01,02,Stockholms län,Södertälje 42 Järna norra
01810743,0181,01,02,Stockholms län,Södertälje 43 Järna västra
01810744,0181,01,02,Stockholms län,Södertälje 44 Järna-Kallfors
01810745,0181,01,02,Stockholms län,Södertälje 45 Järna landsbygd
01810746,0181,01,02,Stockholms län,Södertälje 46 Järna östra
01810848,0181,01,02,Stockholms län,Södertälje 48 Hölö-Mörkö
01811047,0181,01,02,Stockholms län,Södertälje 47 Hölö västra
01811250,0181,01,02,Stockholms län,Södertälje 50 Geneta södra
01811251,0181,01,02,Stockholms län,Södertälje 51 Geneta norra
01811253,0181,01,02,Stockholms län,Södertälje 53 Ronna södra
01811254,0181,01,02,Stockholms län,Södertälje 54 Ronna västra
01811255,0181,01,02,Stockholms län,Södertälje 55 Ronna norra
01811256,0181,01,02,Stockholms län,Södertälje 56 Ronna-Karlhov
01811257,0181,01,02,Stockholms län,Södertälje 57 Lina västra
01811258,0181,01,02,Stockholms län,Södertälje 58 Lina östra
01811259,0181,01,02,Stockholms län,Södertälje 59 Glasberga V-Gärtuna
01820101,0182,01,02,Stockholms län,"Danviken, Saltsjöqvarn"
01820102,0182,01,02,Stockholms län,Henriksdal
01820103,0182,01,02,Stockholms län,Finnboda
01820104,0182,01,02,Stockholms län,"Finnberget, Kvarnholmen V"
01820106,0182,01,02,Stockholms län,Kvarnholmen NÖ
01820107,0182,01,02,Stockholms län,Kvarnholmen SÖ
01820110,0182,01,02,Stockholms län,Sickla V
01820111,0182,01,02,Stockholms län,Alphyddan
01820112,0182,01,02,Stockholms län,"Sickla Ö, Tallbacken"
01820113,0182,01,02,Stockholms län,"Nysätra, Hästhagen, Ekudden"
01820114,0182,01,02,Stockholms län,Järla sjö
01820115,0182,01,02,Stockholms län,Finntorp S
01820116,0182,01,02,Stockholms län,"Finntorp N, Marinstaden, Birka"
01820117,0182,01,02,Stockholms län,"Järlahöjden, Nya gatan"
01820118,0182,01,02,Stockholms län,"Lillängen, Storängen"
01820119,0182,01,02,Stockholms län,"Nacka strand, Vikdalen"
01820121,0182,01,02,Stockholms län,Jarlaberg N
01820122,0182,01,02,Stockholms län,Jarlaberg S
01820123,0182,01,02,Stockholms län,Nacka Centrum
01820124,0182,01,02,Stockholms län,Skogalund
01820125,0182,01,02,Stockholms län,"Ekängen, Saltängen V"
01820126,0182,01,02,Stockholms län,"Saltsjö-Duvnäs, Saltängen Ö"
01820127,0182,01,02,Stockholms län,Ektorp
01820128,0182,01,02,Stockholms län,Skuru
01820129,0182,01,02,Stockholms län,Duvnäs Utskog
01820132,0182,01,02,Stockholms län,Fisksätra V
01820133,0182,01,02,Stockholms län,Fisksätra Ö
01820134,0182,01,02,Stockholms län,Fisksätra S
01820135,0182,01,02,Stockholms län,Fisksätra N
01820161,0182,01,02,Stockholms län,Kolarängen
01820162,0182,01,02,Stockholms län,Älta gård
01820163,0182,01,02,Stockholms län,Stensö N
01820165,0182,01,02,Stockholms län,Stensö S
01820166,0182,01,02,Stockholms län,Hedvigslund
01820167,0182,01,02,Stockholms län,Sigfridsborg
01820168,0182,01,02,Stockholms län,"Ältadalen, Södra Hedvigslund"
01820201,0182,01,02,Stockholms län,"Skogsö, Baggensudden, Neglinge N"
01820202,0182,01,02,Stockholms län,"Igelboda, Neglinge S"
01820203,0182,01,02,Stockholms län,"Igelbodaplatån, Ljuskärrsberget"
01820204,0182,01,02,Stockholms län,"Tattby, Solsidan N"
01820205,0182,01,02,Stockholms län,Rösunda
01820206,0182,01,02,Stockholms län,"Solsidan S, Älgö"
01820301,0182,01,02,Stockholms län,"Lilla Björknäs, Björknäs N"
01820302,0182,01,02,Stockholms län,Björknäs S
01820303,0182,01,02,Stockholms län,"Eknäs Ö, Hjortängen, Lännersta V"
01820304,0182,01,02,Stockholms län,Lännersta N
01820305,0182,01,02,Stockholms län,Lännersta S
01820306,0182,01,02,Stockholms län,Källvägsområdet
01820307,0182,01,02,Stockholms län,Krokhöjden
01820308,0182,01,02,Stockholms län,Orminge C
01820309,0182,01,02,Stockholms län,Orminge S
01820310,0182,01,02,Stockholms län,Orminge N
01820311,0182,01,02,Stockholms län,Orminge Ö
01820312,0182,01,02,Stockholms län,"Hasseludden, Kummelnäs V"
01820314,0182,01,02,Stockholms län,"Gustavsvik, Insjön, Velamsund"
01820315,0182,01,02,Stockholms län,"Mensättra, Eriksvik"
01820316,0182,01,02,Stockholms län,"Eknäs V, Tollare V"
01820317,0182,01,02,Stockholms län,Tollare Ö
01820318,0182,01,02,Stockholms län,Kummelnäs Ö
01820319,0182,01,02,Stockholms län,Vikingshill
01830101,0183,01,02,Stockholms län,Lilla Alby Östra
01830102,0183,01,02,Stockholms län,Lilla Alby Mellan
01830103,0183,01,02,Stockholms län,Lilla Alby Signalfabriken
01830104,0183,01,02,Stockholms län,Centrala SBG Kyrkparken
01830105,0183,01,02,Stockholms län,Centrala SBG Östra
01830106,0183,01,02,Stockholms län,Centrala SBG Mellersta
01830107,0183,01,02,Stockholms län,Centrala SBG Esplanaden
01830108,0183,01,02,Stockholms län,Centrala SBG Västra
01830109,0183,01,02,Stockholms län,Centrala SBG Norra
01830110,0183,01,02,Stockholms län,Tulemarken
01830111,0183,01,02,Stockholms län,Storskogen Västra
01830112,0183,01,02,Stockholms län,Storskogen Östra
01830113,0183,01,02,Stockholms län,Ör
01830114,0183,01,02,Stockholms län,Hallonbergen Norra
01830115,0183,01,02,Stockholms län,Hallonbergen Östra
01830116,0183,01,02,Stockholms län,Hallonbergen Västra
01830117,0183,01,02,Stockholms län,Duvbo Södra
01830118,0183,01,02,Stockholms län,Duvbo Norra
01830119,0183,01,02,Stockholms län,Rissne Sydvästra
01830120,0183,01,02,Stockholms län,Rissne Nordvästra
01830121,0183,01,02,Stockholms län,Rissne Nordöstra
01830122,0183,01,02,Stockholms län,Rissne kv. Skvadronen m.fl.
01830123,0183,01,02,Stockholms län,Stora Ursvik Milot
01830124,0183,01,02,Stockholms län,Brotorp/Kymlinge
01830125,0183,01,02,Stockholms län,Centrala SBG Tornparken
01830126,0183,01,02,Stockholms län,Stora Ursvik Kvarnkullen
01830127,0183,01,02,Stockholms län,Stora Ursviks Gård
01830128,0183,01,02,Stockholms län,Lilla Alby Bällstaviken
01830129,0183,01,02,Stockholms län,Stora Ursvik Forskningsringen
01830130,0183,01,02,Stockholms län,Lilla Ursvik
01830131,0183,01,02,Stockholms län,Hallonbergen Mellan
01830132,0183,01,02,Stockholms län,Rissne kv. Batteriet m.fl.
01830133,0183,01,02,Stockholms län,Stora Ursvik Västra
01840101,0184,01,02,Stockholms län,1 Järvastaden S
01840102,0184,01,02,Stockholms län,2 Ritorp-Nya Ulriksdal
01840103,0184,01,02,Stockholms län,3 Kungshamra
01840104,0184,01,02,Stockholms län,4 Bergshamra Ö
01840105,0184,01,02,Stockholms län,5 Haga
01840106,0184,01,02,Stockholms län,6 Huvudsta Ingenting
01840107,0184,01,02,Stockholms län,7 Huvudsta SO - Västraskogen
01840108,0184,01,02,Stockholms län,8 Huvudsta S
01840109,0184,01,02,Stockholms län,9 Huvudsta Centrum Ö
01840110,0184,01,02,Stockholms län,10 Huvudsta N
01840111,0184,01,02,Stockholms län,11 Huvudsta V
01840112,0184,01,02,Stockholms län,12 Huvudsta SV
01840129,0184,01,02,Stockholms län,29 Frösunda N
01840131,0184,01,02,Stockholms län,31 Frösunda Centrum
01840132,0184,01,02,Stockholms län,32 Bergshamra N
01840133,0184,01,02,Stockholms län,33 Bergshamra S
01840134,0184,01,02,Stockholms län,34 Ulriksdal- Bergshamra
01840135,0184,01,02,Stockholms län,35 Huvudsta Ö
01840137,0184,01,02,Stockholms län,37 Agnesberg
01840138,0184,01,02,Stockholms län,38 Bagartorp
01840139,0184,01,02,Stockholms län,39 Huvudsta Centrum V
01840142,0184,01,02,Stockholms län,42 Järvastaden N
01840143,0184,01,02,Stockholms län,43 Ritorp S-Frösunda
01840144,0184,01,02,Stockholms län,44 Huvudsta pampasparken
01840146,0184,01,02,Stockholms län,46 Järvastaden V
01840213,0184,01,02,Stockholms län,13 Skytteholm SO
01840214,0184,01,02,Stockholms län,14 Skytteholm S
01840215,0184,01,02,Stockholms län,15 Solna Centrum
01840216,0184,01,02,Stockholms län,16 Skytteholm SV
01840217,0184,01,02,Stockholms län,17 Råsunda SV
01840218,0184,01,02,Stockholms län,18 Råsunda Centrum
01840219,0184,01,02,Stockholms län,19 Råsunda V
01840220,0184,01,02,Stockholms län,20 Råsunda Filmstaden
01840221,0184,01,02,Stockholms län,21 Råsunda N
01840222,0184,01,02,Stockholms län,22 Arenastaden
01840223,0184,01,02,Stockholms län,23 Råsunda SO
01840224,0184,01,02,Stockholms län,24 Råsunda Ö
01840225,0184,01,02,Stockholms län,25 Haga Norra
01840226,0184,01,02,Stockholms län,26 Hagalund NV
01840227,0184,01,02,Stockholms län,27 Rudviken Västravägen
01840228,0184,01,02,Stockholms län,28 Hagalund S
01840230,0184,01,02,Stockholms län,30 Frösunda S
01840236,0184,01,02,Stockholms län,36 Råsunda NV - Näckrosen
01840240,0184,01,02,Stockholms län,40 Skytteholm N
01840241,0184,01,02,Stockholms län,41 Råsunda NO
01840245,0184,01,02,Stockholms län,45 Hagalund N
01860101,0186,01,02,Stockholms län,Sticklinge N
01860102,0186,01,02,Stockholms län,Sticklinge S - Islinge
01860103,0186,01,02,Stockholms län,Näset V
01860104,0186,01,02,Stockholms län,Näset Ö
01860105,0186,01,02,Stockholms län,Bo - Björnbo
01860106,0186,01,02,Stockholms län,Rudboda V - Bosön
01860107,0186,01,02,Stockholms län,Rudboda Ö - Yttringe - Elfvik
01860108,0186,01,02,Stockholms län,Torsvik N - Hersby N
01860109,0186,01,02,Stockholms län,Torsvik S - centrum
01860110,0186,01,02,Stockholms län,Herserud
01860111,0186,01,02,Stockholms län,Hersby S
01860112,0186,01,02,Stockholms län,Baggeby
01860113,0186,01,02,Stockholms län,Bodal
01860114,0186,01,02,Stockholms län,Hersby SÖ - Mosstorp
01860115,0186,01,02,Stockholms län,Gångsätra V
01860116,0186,01,02,Stockholms län,Larsberg N
01860117,0186,01,02,Stockholms län,Larsberg S
01860118,0186,01,02,Stockholms län,Gångsätra Ö
01860119,0186,01,02,Stockholms län,Skärsätra
01860120,0186,01,02,Stockholms län,Stockby - Mölna V - Fjäderholmarna
01860121,0186,01,02,Stockholms län,Mölna Ö - Brevik V
01860122,0186,01,02,Stockholms län,Brevik Ö - Käppala S
01860123,0186,01,02,Stockholms län,Gåshaga
01860124,0186,01,02,Stockholms län,Ekholmsnäs - Killinge
01860125,0186,01,02,Stockholms län,Käppala N
01860126,0186,01,02,Stockholms län,Dalénum
01870101,0187,01,02,Stockholms län,Vaxön Öst-Tynningö
01870102,0187,01,02,Stockholms län,Vaxön Mitt
01870103,0187,01,02,Stockholms län,Vaxön Väst-Karlsudd
01870104,0187,01,02,Stockholms län,Resarö Väst
01870105,0187,01,02,Stockholms län,Resarö Öst
01870106,0187,01,02,Stockholms län,Rindö-Skarpö
01870107,0187,01,02,Stockholms län,Kullö-Eriksö-Bogesund
01880101,0188,01,02,Stockholms län,Norrtälje - Kvisthamra
01880102,0188,01,02,Stockholms län,Norrtälje - Flygfältet
01880103,0188,01,02,Stockholms län,Norrtälje - Grossgärdet - Nordrona
01880104,0188,01,02,Stockholms län,Norrtälje - Bryggården
01880105,0188,01,02,Stockholms län,Norrtälje - Övre Bryggårdsgärdet
01880106,0188,01,02,Stockholms län,Norrtälje - Gransäter
01880107,0188,01,02,Stockholms län,Norrtälje - Grind
01880108,0188,01,02,Stockholms län,Norrtälje - Solbacka - Fågelsången
01880110,0188,01,02,Stockholms län,Norrtälje - Vigelsjö
01880111,0188,01,02,Stockholms län,Norrtälje - Stadskärnan
01880112,0188,01,02,Stockholms län,Norrtälje - Bältartorp
01880113,0188,01,02,Stockholms län,Norrtälje - Norra
01880114,0188,01,02,Stockholms län,Norrtälje - Norrtälje hamn
01880115,0188,01,02,Stockholms län,Norrtälje - Östra
01880201,0188,01,02,Stockholms län,Väddö Södra
01880301,0188,01,02,Stockholms län,Väddö Norra
01880302,0188,01,02,Stockholms län,Älmsta
01880501,0188,01,02,Stockholms län,Hallsta - Centrum
01880502,0188,01,02,Stockholms län,Hallsta - Norra
01880503,0188,01,02,Stockholms län,Herräng
01880504,0188,01,02,Stockholms län,Edebo och Häverö
01880801,0188,01,02,Stockholms län,Edsbro och Ununge
01880901,0188,01,02,Stockholms län,Fasterna
01881001,0188,01,02,Stockholms län,Rimbo - Bålbro-Västertorp
01881002,0188,01,02,Stockholms län,Rimbo - Centrum - Långsjö
01881003,0188,01,02,Stockholms län,Rimbo - Östra & Rö
01881004,0188,01,02,Stockholms län,Rimbo - Håsta-Vallby
01881101,0188,01,02,Stockholms län,Skederid och Husby-Sjuhundra
01881401,0188,01,02,Stockholms län,Gottröra och Närtuna
01881601,0188,01,02,Stockholms län,Lohärad - Malsta
01881801,0188,01,02,Stockholms län,Estuna
01881901,0188,01,02,Stockholms län,Söderbykarl
01882001,0188,01,02,Stockholms län,Roslags-Bro
01882101,0188,01,02,Stockholms län,Vätö
01882201,0188,01,02,Stockholms län,Rådmansö - Västra
01882202,0188,01,02,Stockholms län,Rådmansö - Östra
01882301,0188,01,02,Stockholms län,Frötuna - Östra
01882302,0188,01,02,Stockholms län,Frötuna - Västra
01882401,0188,01,02,Stockholms län,Blidö
01882501,0188,01,02,Stockholms län,Bergshamra
01882502,0188,01,02,Stockholms län,Hysingsvik
01882601,0188,01,02,Stockholms län,Riala
01910101,0191,01,02,Stockholms län,Sjudargården-S:t Per
01910102,0191,01,02,Stockholms län,Centrala Sigtuna-Utsikten-Viken
01910103,0191,01,02,Stockholms län,Brännbo-Klockbacken
01910122,0191,01,02,Stockholms län,Norra Sigtuna-Prästängen
01910125,0191,01,02,Stockholms län,Stadsängarna-Ragvaldsbo
01910204,0191,01,02,Stockholms län,Munkholmen
01910205,0191,01,02,Stockholms län,Björkbacka-Charlottenberg-Til
01910226,0191,01,02,Stockholms län,Rävsta-Steningehöjden
01910605,0191,01,02,Stockholms län,Arenberga
01910606,0191,01,02,Stockholms län,Östra Norrbacka-Rolsta
01910607,0191,01,02,Stockholms län,Gamla Märsta
01910608,0191,01,02,Stockholms län,Sätuna
01910609,0191,01,02,Stockholms län,Norra Ekilla
01910610,0191,01,02,Stockholms län,Centrala Märsta
01910611,0191,01,02,Stockholms län,Sundveda-Södra Ekilla
01910612,0191,01,02,Stockholms län,Tingvalla
01910617,0191,01,02,Stockholms län,Odensala
01910624,0191,01,02,Stockholms län,Nymärsta
01910819,0191,01,02,Stockholms län,Norra Rosersberg-Skånela
01910820,0191,01,02,Stockholms län,Södra Rosersberg
01910918,0191,01,02,Stockholms län,Lunda-Skepptuna-Vidbo
01911213,0191,01,02,Stockholms län,Östra Valsta
01911214,0191,01,02,Stockholms län,Norra Valsta
01911215,0191,01,02,Stockholms län,Valsta Centrum
01911216,0191,01,02,Stockholms län,Östra Steninge
01911221,0191,01,02,Stockholms län,Västra Steninge
01911223,0191,01,02,Stockholms län,Södra Valsta
01911224,0191,01,02,Stockholms län,Steninge slottsby
01920101,0192,01,02,Stockholms län,Nynäshamn  1 Sandhamn
01920102,0192,01,02,Stockholms län,Nynäshamn  2 Estö Ö
01920103,0192,01,02,Stockholms län,Nynäshamn  3 Estö V
01920104,0192,01,02,Stockholms län,Nynäshamn  4 Centrala Nynäs
01920105,0192,01,02,Stockholms län,Nynäshamn  5 Gröndal
01920107,0192,01,02,Stockholms län,Nynäshamn  7 Via
01920108,0192,01,02,Stockholms län,Nynäshamn  8 Kullsta
01920109,0192,01,02,Stockholms län,Nynäshamn  9 Nicksta
01920110,0192,01,02,Stockholms län,Nynäshamn 10 Vaktberget
01920111,0192,01,02,Stockholms län,Nynäshamn 11 Hacktorp
01920218,0192,01,02,Stockholms län,Nynäshamn 18 Sorunda S
01920219,0192,01,02,Stockholms län,Nynäshamn 19 Mellersta Sorunda
01920220,0192,01,02,Stockholms län,Nynäshamn 20 Sorunda N
01920317,0192,01,02,Stockholms län,Nynäshamn 17 Torö
01920413,0192,01,02,Stockholms län,Nynäshamn 13 Ösmo V
01920414,0192,01,02,Stockholms län,Nynäshamn 14 Ösmo Ö
01920415,0192,01,02,Stockholms län,Nynäshamn 15 Ösmo S
01920416,0192,01,02,Stockholms län,Nynäshamn 16 Ösmo N
03050101,0305,03,03,Uppsala län,Mansängen - Draget
03050102,0305,03,03,Uppsala län,Skörby - Gillmarken
03050103,0305,03,03,Uppsala län,Västerängen - Åkerby
03050104,0305,03,03,Uppsala län,Råby - Frösunda
03050106,0305,03,03,Uppsala län,Väppeby äng - Kalmarsand
03050107,0305,03,03,Uppsala län,Väppebyberget - Viby äng
03050206,0305,03,03,Uppsala län,Gamla Bålsta - Pomona
03050207,0305,03,03,Uppsala län,Åsenområdet
03050309,0305,03,03,Uppsala län,Häggeby - Övergran
03050310,0305,03,03,Uppsala län,Krägga - Graneberg
03050410,0305,03,03,Uppsala län,Skokloster
03190106,0319,03,03,Uppsala län,Gårdskär
03190107,0319,03,03,Uppsala län,Östanån
03190108,0319,03,03,Uppsala län,Älvkarleö bruk - Marma
03190202,0319,03,03,Uppsala län,Jungfruholmen
03190204,0319,03,03,Uppsala län,Skutskärs Centrum
03190205,0319,03,03,Uppsala län,Boda
03303259,0330,03,03,Uppsala län,Lagga - Östuna
03303363,0330,03,03,Uppsala län,Vassunda
03303364,0330,03,03,Uppsala län,Norra Alsike
03303365,0330,03,03,Uppsala län,Vrå
03303366,0330,03,03,Uppsala län,Boängen
03303369,0330,03,03,Uppsala län,Sågen
03303566,0330,03,03,Uppsala län,Tallbacken
03303567,0330,03,03,Uppsala län,Östra Knivsta
03303568,0330,03,03,Uppsala län,Södra Knivsta
03303570,0330,03,03,Uppsala län,Västra Knivsta
03303571,0330,03,03,Uppsala län,Gredelby
03303775,0330,03,03,Uppsala län,Husby - Långhundra
03310101,0331,03,03,Uppsala län,Västerlövsta Västra - Enåker
03310102,0331,03,03,Uppsala län,Västerlövsta Östra - Huddunge
03310405,0331,03,03,Uppsala län,Morgongåva
03310508,0331,03,03,Uppsala län,Tärnsjö
03310609,0331,03,03,Uppsala län,Östervåla
03310711,0331,03,03,Uppsala län,Harbo
03600101,0360,03,03,Uppsala län,Vallskoga
03600102,0360,03,03,Uppsala län,Tierps köping södra
03600103,0360,03,03,Uppsala län,Tierps köping norra
03600104,0360,03,03,Uppsala län,Svanby
03600302,0360,03,03,Uppsala län,Örbyhus Sydväst
03600303,0360,03,03,Uppsala län,Örbyhus Nordost
03600305,0360,03,03,Uppsala län,Vendel
03600406,0360,03,03,Uppsala län,Tobo
03600508,0360,03,03,Uppsala län,Kyrkbyn
03600510,0360,03,03,Uppsala län,Månkarbo
03600611,0360,03,03,Uppsala län,Söderfors
03600713,0360,03,03,Uppsala län,Västland - Karlholm
03600817,0360,03,03,Uppsala län,Skärplinge
03600918,0360,03,03,Uppsala län,Hållnäs
03800001,0380,03,03,Uppsala län,Fjärdingen-Vasaparken
03800002,0380,03,03,Uppsala län,Fjärdingen-Sankt Johannes
03800003,0380,03,03,Uppsala län,Fjärdingen-Odinslund
03800004,0380,03,03,Uppsala län,Luthagen östra
03800005,0380,03,03,Uppsala län,Fjärdingen-Orphei Drängars plats
03800006,0380,03,03,Uppsala län,Centrum-Linnéträdgården-Mikaelsplan
03800008,0380,03,03,Uppsala län,Centrum-Stora torget
03800009,0380,03,03,Uppsala län,Centrum södra
03800010,0380,03,03,Uppsala län,Centrum-Samariterhemmet
03800011,0380,03,03,Uppsala län,Höganäs västra
03800012,0380,03,03,Uppsala län,Centrum-Höganäs-Kvarnen
03800013,0380,03,03,Uppsala län,Fålhagen-Östra station
03800014,0380,03,03,Uppsala län,Kungsängen mellersta
03800015,0380,03,03,Uppsala län,Kungsängen södra
03800016,0380,03,03,Uppsala län,Kungsängen-Hovstallängen
03800017,0380,03,03,Uppsala län,Kungsängen västra
03800018,0380,03,03,Uppsala län,Kungsängen nordöstra
03800042,0380,03,03,Uppsala län,Svartbäcken södra
03800043,0380,03,03,Uppsala län,Svartbäcken-Fyrishov
03800044,0380,03,03,Uppsala län,Tuna backar
03800045,0380,03,03,Uppsala län,Bärby hage-Tunaberg
03800048,0380,03,03,Uppsala län,Svartbäcken norra
03800049,0380,03,03,Uppsala län,Kapellgärdet-Tornet
03800050,0380,03,03,Uppsala län,Kapellgärdet norra
03800051,0380,03,03,Uppsala län,Kapellgärdet-Djäknegatan
03800052,0380,03,03,Uppsala län,Kapellgärdet-Väktargatan
